BusinessID,CoordinatesLongitude,InsertedAtTimestamp,Address,CoordinatesLatitude,Rating,Cuisine,ZipCode,Name,NumberOfReviews
uaFHoq-a5XqxF-bsOK9_Qg,-73.9868181646996,1555271126092,811 8th Ave,40.7616286634162,3.5,thai,10019,Real Kung Fu Little Steamed Buns Ramen,901
IhSVn0TaX8xXb3wcQ-fgcA,-73.9917399,1555271133380,118A Eldridge St,40.71839,4,thai,10002,Vanessa's Dumpling House,2442
je92kXXWjANmiN-dfwNapg,-73.9856719970703,1555270435459,110 1st Ave,40.7266273498535,4,japanese,10009,Sushi Dojo NYC,398
aSprnLY-6GkMk1cuv0TMeA,-73.981340475038,1555270472810,248 5th Ave,40.675332643247,4,italian,11215,Al Di La Trattoria,839
AFidVhcRHCmlk6YxgRlO2Q,-73.8350343704224,1555271090302,11616 Metropolitan Ave,40.707262693702,3.5,chinese,11418,Golden Fountain Kitchen,96
x9wa2M7gvf32swUSBP3uXA,-73.9876316100625,1555271131567,Worldwide Plz,40.7627155294445,3.5,thai,10019,Blockheads,746
5fRh0bh2HDGYb7Lsms36vQ,-74.0010624,1555271091254,16 1/2 1/2 Columbia Ave E,40.8424226,4,chinese,07650,China Moon Restaurant,21
pmJqb7-EckluXUk6Rtml6A,-73.96774,1555271080191,721 Columbus Ave,40.79221,3,chinese,10025,Hunan Park,83
jYia13i0CBwNXadzAAxLJg,-74.02927,1555270442605,8814 4th Ave,40.62106,3.5,japanese,11209,Arirang Hibachi Steakhouse,296
cJfbydHniqWsGL2VHVDHEg,-74.03183,1555270368758,8716 3rd Ave,40.62238,4,indian,11209,Bombay Grill,209
4mzogOLOVDPBDVTO4cz9fA,-74.03454,1555271119806,1814 Bergenline Ave,40.76397,4.5,thai,07087,Roi Siam,63
S8Ntmdlw4bJDBOmxn865tg,-73.986175361557,1555270478851,41 Madison Ave,40.7424278676851,3.5,italian,10010,A Voce,285
qu3niqEXOUdNxCCXnSPBYg,-74.00198,1555271077137,313 6th Ave,40.731,4,chinese,10014,Xi'an Famous Foods,55
nv0z4xJoHGnQmBkQasYT6g,-73.97544,1555271053332,622 Third Ave,40.74972,3.5,mexican,10017,La Biblioteca,412
B_kcyXzmkJlFI9pSl7PHvw,-73.98922,1555270428142,239 E 5th St,40.72699,5,japanese,10003,Restaurant Ukiyo,54
FXhSEZfIqjMZh4hR0_8jMQ,-73.9925113993899,1555271123334,360 W 42nd Street,40.7582902125633,4,thai,10036,China Xiang 中国湘,375
3VkdV_2H3cwvm3X5imtLxg,-73.99239,1555270440547,355 7th Ave,40.74826,3.5,japanese,10001,Lz Sushi,83
uR-MqserQgPRQK3aiP6WyQ,-74.00941,1555270440568,5603 7th Ave,40.63888,3.5,japanese,11220,Tokyo Ya,73
StFf9fVnAlhwrUWan0C4Ww,-73.99042,1555271125407,142 Smith St,40.687,4,thai,11201,Wanisa Home Kitchen,92
uVfOB37NyYEGRs5FITM-nQ,-73.99197,1555271042231,221 Smith St,40.68431,4,mexican,11201,Leyenda,185
EZHEA7QR_9WFeCJhbjK73Q,-74.0293640841882,1555271053334,80 River St,40.7362168298531,3,mexican,07030,Cadillac Cantina,197
8Gg_SoA5TA7pLNB-xuPhPw,-73.97393,1555271045412,100 W 83rd St,40.78458,3.5,mexican,10024,Mexikosher,71
v0vBSvG0hRPBoYyK6dlaAw,-73.943698,1555271135259,187 Graham Ave,40.708429,4.5,thai,11206,Emblem,76
bMhqh_k_QZJMnVstIJzxRw,-73.89161,1555271128152,40-10 74th St,40.74637,3.5,thai,11373,Thái Son,445
VC1udoc_sbHdFaBr0-bMsA,-73.9549,1555270364708,1378 1st Ave,40.76873,4,indian,10021,Bombay Chowk,47
SGaUkkKGpoEN5C2AB_Vv6w,-73.89958,1555271128193,64-02 Fresh Pond Rd,40.71012,3.5,thai,11385,Asomm Thai Cuisine,10
xlv_CcDXH1hkG4Wq5mECkQ,-73.95753,1555271047475,162 Franklin St,40.73079,3.5,mexican,11222,Vamos Al Tequila,267
D1V7ZadUtUPuYYlpDA1BOQ,-73.99129,1555270437283,570 8th Ave,40.75472,4,japanese,10018,Sakura Of Japan,24
ejmJTjHzdMxoq3t7pnnjrg,-74.0015899,1555270427261,311 W 17th St,40.74196,4,japanese,10011,Naoki Takahashi,116
Ry9w-jFALWYhazi6jjyIKw,-73.98587,1555270466949,190 Dean St,40.68562,4,italian,11217,Rucola,452
yKPRuBvD3ScCc18QrZ4Y6w,-73.95966,1555271042271,3151 Broadway,40.81452,3.5,mexican,10027,El Porton Mexican Restaurant Bar,159
pqebqpVTT8bR_s9iEu8dOA,-73.98604,1555270425203,214 E 10th St,40.72922,4,japanese,10003,Curry-Ya,694
HDoJIH-qW9FqJ5WB-bKTqA,-73.95945,1555271119819,1109 Lexington Ave,40.7738,4.5,thai,10075,MIGHTY Bowl,60
FgRJsieXorHgI-2XzGxh5A,-73.7906424,1555270441582,177-21 Union Tpke,40.7262971,3.5,japanese,11366,Nikko Hibachi,312
1fVp9c5Vw04ig171a_juRw,-73.949259,1555271085193,602 Marcy Ave,40.694007,4.5,chinese,11206,U Like,40
pwzLpR9ys1NkE3ppjT88MQ,-73.994662,1555270472803,174 Elizabeth St,40.7210205244336,3,italian,10012,Pietro Nolita,392
l1JScxc5eWUYFmFl6sODgg,-74.0073757991145,1555271131565,70 Pine St,40.7063538082502,3.5,thai,10005,Vanessa's Dumpling House,13
aVU9U42HO0XWgvj5s_wYZQ,-73.8910294,1555270478860,74-27 37th Ave,40.749183,3.5,italian,11372,Romeo's Italian Ristorante,41
MSVftNJ5lwPK9TQtHayaPQ,-73.9827184029637,1555270427251,114 W 47th St,40.7582797854234,4,japanese,10036,Suzuki,111
xbrQ2dHuQoFJmNxAuOky4A,-73.99319,1555270464628,31 Great Jones St,40.72693,4,italian,10012,Vic's,398
z4CzSOnngC2RaTEC_BgUWA,-73.96832,1555270475815,554 Vanderbilt Ave,40.6800799,4,italian,11238,Cataldo's Restaurant,215
PqqnNrUtU7XTKQvUM4cyqQ,-73.9897361397743,1555271039974,65 2nd Ave,40.7260849061034,4.5,mexican,10003,Bar Verde,148
SbSfNyGKyarQC-ixuIn7fw,-73.925793,1555271052297,2368 Flatbush Ave,40.612299,3.5,mexican,11234,Lasiaf Tacos,39
R7PHDW6wKzYHOOh4f6MrzA,-73.967124,1555270377860,1032 Coney Island Ave,40.632373,3,indian,11230,Pakiza Restaurant,22
w5OkGoc_gcA3EA399aV1Jg,-74.06535,1555270371643,809 Newark Ave,40.73543,3.5,indian,07306,Sri Ganesh's Dosa House,159
FkA9aoMhWO4XKFMTuTnl4Q,-73.9938924,1555271039996,372 Lafayette St,40.7271874,3.5,mexican,10012,Atla,219
0jksmaH2Fiy3VTricU7g9A,-73.86299,1555271134741,7909 Jamaica Ave,40.69224,3.5,thai,11421,Golden Kitchen,9
csVEpHy5KJoFvM1qp5XwLQ,-73.9791478306885,1555271133412,163 East 33rd St,40.7454079308793,4,thai,10016,Le Parisien,903
PsYY7NHs5cFEI5hW5IZUlg,-73.9517892774468,1555271050512,10-93 Jackson Ave,40.7432511476929,3.5,mexican,11101,The Creek & The Cave,355
YKfj-CUjgb9xQ1kN_bhNLg,-73.9915559401866,1555271047437,138 Division St,40.714498871349,4,mexican,10002,Forgtmenot,175
MXstrG3HjF83LcxAd8OpTw,-73.9912518276348,1555271074370,273 W 38th St,40.754589387013,4,chinese,10018,New Li Yuan,59
Ypz7j5vm0kZ2XqpjGjbHNw,-74.005194,1555271133425,1698 86th St,40.608487,3.5,thai,11214,Kookoo Chicken,78
X8Tg6XHKERw-vdWRU4oH3Q,-73.987365,1555271056514,489 5th Ave,40.667476,3.5,mexican,11215,Nuevo Mexico Bar & Restaurant,227
SBy46BviyBKowPjbTjDsHQ,-73.99544,1555271119505,101 Montague St,40.69533,3.5,thai,11201,Lantern,431
Q9F2ocrmYuGt1yn3M7MOBw,-74.00024,1555270468002,575 Henry St,40.6818,4.5,italian,11231,Lucali,1297
NebgteFykeM1gwiVgPcCHw,-73.948674,1555271126108,3600 Broadway,40.828384,4,thai,10031,The Handpulled Noodle,628
MJwyoXJrN7UmqWcWQ5rG1w,-73.9386375,1555271087311,587 Malcolm X Blvd,40.8175143,3,chinese,10037,King Chef,6
Zq-bINENqMPz4zyMKQFvzQ,-73.9323730766773,1555270441568,2118 Flatbush Ave,40.6181151163522,4,japanese,11234,E Sushi,171
xFp3xSQ43J-i7nmJfNBsZA,-73.98153,1555271117933,10 E 39th St,40.75116,4,thai,10016,Norikoh,472
nFszVPUX4tj-oarjfBO0nw,-73.989181,1555271116952,7 St Marks Pl,40.729507,3.5,thai,10003,Klong,1036
wAmWk6hQaHjREDVe8z2otA,-73.97054,1555271048231,805 3rd Ave,40.75537,3.5,mexican,10022,Pampano Taqueria,166
Phtq020-VoHgQp_p-vXVVA,-73.98772,1555270471767,2 W 28th St,40.74475,4,italian,10001,PN Wood Fired Pizza,209
KT8Th7GSEdBiIhkIlqOV5g,-73.90324,1555270371656,39-26 61st St,40.74651,3.5,indian,11377,Kathmandu Fusion Kitchen,7
iIcUpEOjMLuzAIfyY_vgYA,-73.8324157976366,1555271130220,One Fulton Sq,40.7595233725897,3.5,thai,11354,PappaRich Flushing,547
MzIUB4_G9TemKsPZJkelIw,-73.9824,1555270365572,1845 Broadway,40.76937,3,indian,10023,Sapphire Indian Cuisine,328
noBCTbD1Ylf5QR7PXy-rkA,-73.9879441220901,1555270365566,78 E 1st St,40.7232289034083,4,indian,10009,Cafe Himalaya,578
KISxxrvjxx5qrayhcASl5w,-74.0450168028474,1555271119524,514 Central Ave,40.7520188580028,4,thai,07307,Noodlefan,182
XaEFFUabnbH8ZF7ccmSAlQ,-73.99752,1555271076089,16 W 8th St,40.73264,4,chinese,10011,South Of The Clouds,155
07CFPHGST8k37uHYAGxYqQ,-73.96212,1555270478846,1070 1st Ave,40.75911,4.5,italian,10022,Pink Moose,118
SzH79XjUPoTYBnE3dybRsw,-73.97631,1555270471778,1238 Prospect Ave,40.65287,4,italian,11218,Della,103
OHD58Nwnf5sSMpSgpiUk3Q,-74.1384887695312,1555270373775,461 Port Richmond Ave,40.6311378479004,4.5,indian,10302,Aroma Palace Restaurant,3
GuqvwAFpjjz3m3vicbJBTQ,-73.9153558015823,1555271056529,49-06 43rd Ave,40.7445104420185,4,mexican,11377,El Rey del Taco Deli,43
47_jHPl3p4-OYGCVLy2ZIA,-73.92486,1555271046559,31-18 Broadway,40.76142,4.5,mexican,11106,Salvatoria Kitchen & Bar,140
IFZ3_d01uflGixWrrD8_gg,-73.98813,1555270366644,787 9th Ave,40.76515,4,indian,10019,Ariana Afghan Kebab Restaurant,453
DpZ7Xaub8Lhpg7VJdHaPpg,-73.9608301,1555270429201,77 N 6th St,40.7189722,4,japanese,11249,Zenkichi,945
FsHqkVb0kmLq1VW7P-xz1A,-73.9292399,1555271135278,1077 Flushing Ave,40.70465,3,thai,11237,Tomo Japanese Fusion,155
z1R0tUFUZ7RU_kQTlzRsZg,-73.8982448328066,1555270440561,4685 Manhattan College Pkwy,40.8910472840381,3.5,japanese,10471,Asian Tokyo,44
XH2CNWlLU2HXROsT5NkCmA,-73.97012,1555271081224,835 Third Ave,40.75624,3,chinese,10022,Panda Express,92
enDIsmxSG2bQccQWgGNcbg,-73.9546699,1555270427248,5-50 50th Ave,40.74259,4,japanese,11101,Takumen,166
32163sAKsk3y_HagU9oIUA,-73.997985,1555270369697,104 W 13th St,40.73669,4,indian,10011,Salam Restaurant,89
NUFdHBhmlzJAZv0IpYuOoA,-73.99509,1555270442610,121 W 19th St,40.74081,3.5,japanese,10011,Sushi Tokyo,16
dJdIEYv56jTBkU6hAnSypw,-73.8792701,1555271129293,84-05 Queens Blvd,40.737338,4,thai,11373,Awang Kitchen,123
MdutW7BuBGmVUPdagNfHvA,-73.9093167,1555271059232,202 W Fordham Rd,40.8624202,3.5,mexican,10468,Taco's El Paisanito,27
WtaM26GHmDBiUpVB4lnl2w,-73.887147,1555270375880,2915 Fulton St,40.679361,4,indian,11207,The Roti Shack,1
V-yI80ii8Sau_BOQsDhz-A,-73.93946,1555271053292,830 Broadway,40.699081,4,mexican,11206,Taqueria La Placita Puebla,50
dH7jsvPhb6xhQkIu8Pv5jw,-73.9743590354919,1555271134745,178 Lincoln Pl,40.6756340357915,4,thai,11217,Banhmigos,258
1xJV03v3g3oP3G5oDlWuoQ,-73.95825,1555271128128,68 Greenpoint Ave,40.72958,4,thai,11222,Di An Di,113
bgMbt6XbOaAu5VNXr5kCdQ,-73.93855,1555270365564,2179 3rd Ave,40.79965,4,indian,10035,Polash,202
fyC2cBsQ0FsMJmv0jSworg,-73.9598,1555270466969,1304 2nd Ave,40.76652,4,italian,10065,Donna Margherita,40
jRiMLcjWiNfGJlQbu12-HQ,-73.869642,1555270369682,1075A Liberty Ave,40.678554,4.5,indian,11208,Finest Food House,2
jRZ3SuJ--vimE47dna3J7Q,-73.97983,1555270432291,595 River Rd,40.81627,4,japanese,07020,Hannosuke,108
YCBjn0t4bMaQb8Bk7l37ng,-73.971405,1555271129329,691 Amsterdam Ave,40.7923393,2.5,thai,10025,Gan Asia,46
dpCSDy9uefOEcY44FHss2Q,-73.9862269,1555271126112,51 W 35th St,40.7501219,3.5,thai,10001,Hyo Dong Gak,388
H89jrU17lNnguPaHbmzhAw,-73.997955,1555271083160,66 Mott St,40.716099,3.5,chinese,10013,Amazing 66,265
LJaLQby_H8E9eHvcIW0xnw,-73.9831063896418,1555271059268,40 East 33rd St,40.7469069957733,4,mexican,10016,Spoon Table & Bar,352
R1eZIyH8dOECfqUGGcANdQ,-73.9426727294922,1555271087333,112 E 116th St,40.7987632751465,3,chinese,10029,Red Star Restaurant,18
HnFHxQUSviXVa1FUGR-Hjw,-73.9929134,1555270477045,410 W 43rd St,40.7594098,4,italian,10036,Adella,148
8hxvfFZH4kPp35kH5DhnIw,-73.9808349609375,1555270437313,165 W 72nd St,40.7785911560059,3,japanese,10023,Kumo Sushi,143
FXDMFBM-rV2s5MHzA33d2g,-73.98806,1555270363553,764 9th Ave,40.76415,4,indian,10019,Bombay Grill House,208
uPW_isMEB92IDrX04pLK1g,-73.89176,1555270369672,37-66 74th St,40.7471,3.5,indian,11372,Delhi Heights,302
loLFoBWWXfpFu9fOdWebHQ,-73.93951,1555271081250,2825 Frederick Douglass Blvd,40.82645,4,chinese,10039,Yong Sheng,12
QzPaA7e4O7iabpwr99pmiQ,-73.8915100097656,1555270380010,49 74th St,40.7475662231445,2,indian,11372,Tawa Tandor,4
0oRYwB_SLqjHptvUQwwe2w,-74.01356,1555271042250,85 Greenwich St,40.70772,3.5,mexican,10006,Tajin,214
HVZ4E2yL-k37oC4ayiubbQ,-73.86583769469,1555271086348,1808 Westchester Ave,40.8317697392748,3.5,chinese,10472,Sabrosura 2,100
-KahGyU9G7JT0JmoC_Yc0Q,-73.9643117,1555271128130,725 Park Ave,40.7698599,3.5,thai,10021,Garden Court Cafe,14
OrhRTDA0dj81XVhOibXsUQ,-73.99764,1555271116940,265 W 23rd St,40.74524,3.5,thai,10011,Rin Thai,342
1kdIzJU01DuTm7WhPSdiBQ,-73.92037,1555270481039,575 W 207th St,40.86666,4,italian,10034,Anchor Heights,144
tK_4ECZ0EPIhW8588hfn5g,-73.9912745,1555271048235,631 5th Ave,40.663129,4,mexican,11215,El Nopal Restaurant & Juice Bar,92
NavBPhyeykbve1uVSOrDPg,-73.98275,1555271134717,67 W 44th St,40.75607,3.5,thai,10036,The Red Flame,519
01m-oqxaCifh0s0eU03bBg,-73.97891,1555271077115,493 2nd Ave,40.74094,3,chinese,10016,Asia Express,59
Dwuu2wGuhrA78rMXTd_MGQ,-74.1211066253428,1555271056507,39 Parker Ave,40.869211722491,5,mexican,07055,La Lotería Restaurant,5
Gun7lX-5SYRWzJsNsu-U6g,-73.9965676,1555270478134,265 Lafayette St,40.7234184,3.5,italian,10012,Sant Ambroeus,126
wg-oP14J6tHXgBO5gWGLWg,-73.97908,1555271123357,1 Rockefeller Plz,40.757872,4,thai,10020,by CHLOE. Rockefeller Center,310
jy6AHLVJ7cVJZ4Fl_ds3Qg,-73.958364,1555271049537,1046 Flatbush Ave,40.645497,4,mexican,11226,Los Tres Chiflados,74
YuzOnNDfRKixNJiaVy5Baw,-73.9765970005763,1555270471759,230 Park Ave,40.7545170712701,4,italian,10169,Roberta's Pizza,178
SNNDz7nTCL1lf9yEY5DaBA,-73.9886919,1555271042254,709 8th Ave,40.759132,3.5,mexican,10036,Margarita Bar NYC,20
LTfR_0NiS7OIRCfkaAJg9w,-73.9568891376257,1555270438630,638 Park Pl,40.6742123562615,4.5,japanese,11238,Silver Rice,246
QGXNIWYH0S8dGVDJoPs3OA,-73.8327,1555271086341,133-49 Roosevelt Ave,40.75892,4,chinese,11354,Miss Li Henan Cuisine,8
DYOyC7JQ0DBCY59b7HKb6A,-73.9966639,1555271128122,16th St 5th Ave,40.7419449,3,thai,10011,Thai Mis Delicias - Truck 2,6
cOnQnP9GwyvhQjCJbSz5Fg,-74.060844,1555270377822,580 Montgomery St,40.723083,3,indian,07302,Mahboob-e-Elahi,8
sbAy2LhWHjqmOX3wBEsPNA,-74.00219,1555271092663,1818 86th St,40.60679,4,chinese,11214,Jiangnan Pancake,14
CYYLEipRFmr73Hz6XNEzoQ,-73.981484,1555270480258,55 W 45th St,40.756482,4,italian,10036,Little Italy Pizza,439
hcI6TVxFyVNEPXg3rF1bQw,-73.992057800293,1555271039972,405 W 44th St,40.7601356506348,4,mexican,10036,Oaxaca Taqueria,98
od-5v2v1HdGisEDAXotqeg,-73.95057,1555270431214,343 E 85th St,40.7766,4,japanese,10028,Poke,442
aI39yRQqpTd1VuKqS-lwig,-73.9725631,1555270478131,36 Engle St,40.8941471,4,italian,07631,Sofia,292
7dhXkHB_Eg1UJ7Yf9wQCjQ,-73.99777,1555270480251,143 Mulberry St,40.71888,3,italian,10013,Sofia's of Little Italy,359
b_3yI7FXcIle71lD9Tulww,-73.934840150695,1555271045393,2277 1st Ave,40.7967861606349,4.5,mexican,10035,Guajillo,29
NB5u0htOK_1_dTkYALpRxg,-73.83364,1555270428202,133-22 39th Ave,40.75899,4.5,japanese,11354,Yoi Sushi Japanese,142
8CTaeOtqr461Ah5yWcnCPw,-73.990821,1555271048243,152 Smith St,40.686578,4,mexican,11201,Fatty Daddy Taco,128
C83_0TlJdnKSKwkaH62DKA,-73.960223,1555270442609,E 71st St,40.768702,4.5,japanese,10021,Japan Express,8
iYFauSnqLxvr4HTY_cIElg,-73.93368,1555271125432,1158 Myrtle Ave,40.69701,4,thai,11221,Little Mo,288
bO8x1Xvtyj4_gUxtX-sjrA,-73.944923,1555271056515,1743 Lexington Ave,40.793716,3,mexican,10029,Taqueria Guadalupe,46
DRUvC_16De3L-uyPwJTZPA,-73.979143,1555271132063,155 5th Ave,40.677857,4,thai,11217,Nargis Bar & Grill,167
DfYRsSozlq-z5ovrWsZvmQ,-74.06371,1555270372808,769 Newark Ave,40.73521,3,indian,07306,Biryani Darbar,20
9iZM0dGGP4xJsyHj_7Dj8Q,-74.1753557324409,1555271084365,1105 Rte 46 E,40.8731671534128,4,chinese,07657,Chef Yang,15
KIPrTLyJb0mHpsxuaCByZg,-74.0049591064453,1555271089270,5124 8th Ave,40.6401824951172,3.5,chinese,11220,Corner 28 - The Roast,57
S_2XkMG-bpNfb0gTKZdvkw,-73.80427,1555271124086,161-16 Northern Blvd,40.76215,4,thai,11358,Yummy Tummy Asian Bistro,102
UBnrFZuqa1nMrV7ncWHBwA,-73.965713,1555271121783,1310 Cortelyou Rd,40.640433,4,thai,11226,Corthaiyou,127
agCuWjaUJ8xBO_PDDQRiGw,-73.99254,1555271078285,85 Eldridge St Lower E,40.71725,4,chinese,10002,S Wan Cafe 洋紫荆,111
ak9vroilf-vpA_GSNWX2Jg,-73.830619,1555271078241,13613 37th Ave,40.761867,4,chinese,11354,Imperial Palace,397
mYQMjrtHp8vsEKKNsRz1XA,-73.922154,1555270478863,423 Troutman St,40.7073067,4,italian,11237,Union Pizza Works,223
XJ68bnXVpW-pZTuiDrnCzQ,-73.84374,1555271090276,2102 Eastchester Rd,40.8563,3.5,chinese,10461,China Pavilion,27
2DGTVgGGme6CoXFCgooqVw,-73.85487,1555270375890,2104 Starling Ave,40.8359499,4.5,indian,10462,Premium Sweets & Restaurant,20
HKBJGt04_ZSdiIWA_6J8kQ,-73.99304,1555271042246,94 University Pl,40.73387,3.5,mexican,10003,Tortaria,639
KyOtOluTH8c8SICpf85thg,-73.92022,1555271046542,91 Wyckoff Ave,40.70506,4,mexican,11237,Mesa Azteca,214
vDkAtrkji4YatAoKbqF_Yg,-73.9397296879857,1555271091296,527 Lenox Ave,40.8149099511421,3.5,chinese,10037,Great Wall,3
AWeQkgJ0uzNr5YxFr2Bx8g,-73.9967492344452,1555270475811,187 Mulberry St,40.7210341671446,3.5,italian,10012,Pasquale Jones,195
uboO7T3XSnl8iq0uQWhMXA,-74.00489,1555270467984,234 Spring St,40.72549,3.5,italian,10013,Café Altro Paradiso,123
fjjzAn0j6zCs2SNViuNfwQ,-73.98273,1555270366604,99 Lexington Ave,40.74206,3.5,indian,10016,Kailash Parbat,265
oJjMYhA6z1_BVaQpSdyl8g,-73.98945,1555271076145,353 Grand St,40.7167,4,chinese,10002,Golden Forest,143
4eAgPj7eKonKAtk64kgUfQ,-73.9035436,1555270430249,39-56 61st St,40.7458357,4.5,japanese,11377,Matsuri,87
z6WBXksrh0FQXYCPr2nnFg,-73.933159,1555271128118,19 Bogart St,40.70381,4.5,thai,11206,Amituofo Vegan Cuisine,79
cg6Anl_cfh5dh6uSPb-E8Q,-74.15303,1555270478118,421 Piaget Ave,40.87871,4,italian,07011,La Riviera Trattoria,172
U2aUFZARLeSMf4RQIxjuTw,-73.9351565390825,1555271083149,343 Lewis Ave,40.6838402152061,4.5,chinese,11233,Lucky House Kitchen,84
utbWLB3zYR1o__iDI9-Xgg,-73.8911845,1555270377854,7415 Roosevelt Ave,40.7470142,2.5,indian,11372,Namaste Chautari Restaurant,18
ExOHOMrBuPSFmDaLDvtSJw,-73.82958,1555270377857,112-16 Liberty Ave Queens,40.68504,3.5,indian,11419,Trini Gyul,11
xAEs5QnuL8uMNWjmUGpK7g,-74.03101,1555270436314,9316 4th Ave,40.61727,3.5,japanese,11209,Fushimi Bay Ridge,345
ifIfq2EwEohCgoKnG68_LA,-73.9806507,1555270464639,107 E 34th St,40.7467827,4,italian,10016,Villa Berulia,143
-Qn5nXGhxWHNePA0dYmPSg,-73.98864,1555271042243,144B W 37th St,40.75255,4,mexican,10018,Tacos Times Square,89
yckkW5iFRiBOWsH3tZTr3Q,-73.7891612201929,1555270434305,192-12 Northern Blvd,40.7578101754189,4,japanese,11358,Hashi Ramen & Izakaya,1033
k5BZq7XdRFr4xMbZMMGxxg,-74.01333,1555271054493,1 State St,40.70253,3,mexican,10004,Dos Toros,3
w1RDUwwDWacl908f2EA0Fw,-73.99109,1555271059271,3914 Fort Hamilton Pkwy,40.64296,5,mexican,11218,BK Burrito,1
YB3Zygy4g4ga6jDFqjfsAg,-73.8046899,1555270375718,133-17 Rockaway Blvd,40.67485,4,indian,11420,Sati's Roti Shop,9
wVJHWi2QyewBOotVbwNGUg,-73.88896,1555271057623,11 Bedford Park Blvd E,40.87329,3.5,mexican,10468,Las Maravillas de Mexico Restaurant,44
m1sfDqgDiKKyUaXo9DWVeQ,-73.8257248906878,1555270376748,59-08 Main St,40.7436919012724,4,indian,11355,Bodai Vegetarian,262
itblJyiTY2h2ACidLk66oA,-73.984436,1555270426196,85 Ave A,40.725315,4,japanese,10009,Takahachi,529
vTn3ww550Rnhz9naIxtjww,-74.0054,1555270481040,626 Hudson St,40.73829,4,italian,10014,Brunetti Pizza,271
fNxI--522GxiStC-J3SnTw,-73.88882,1555270375900,8002 Astoria Blvd,40.76496,4,indian,11370,Starlight Grill Restaurant & Sweet,19
wvn-FO-tY9_iWmA_OgMvEA,-73.979473,1555270478129,371 1st Ave,40.73612,3.5,italian,10010,Frank's Trattoria,118
0Tvwk0hvgaY0QVIsZGTZKQ,-74.0121731758117,1555270461638,8 Stone St,40.7039355145338,4.5,italian,10004,Antica Ristorante,441
oe8GEFE4QLFAKt87y7zcgA,-74.00625,1555271119845,425 W 15th St,40.7423387008486,4.5,thai,10011,Very Fresh Noodles,749
uwUzZf2IQFVb5puJuNd9rA,-73.9990214085986,1555271052332,7201 16th Ave,40.6178877280414,3.5,mexican,11204,Blue Agave Mexican Restaurant & Bar,118
nI1UYDCYUTt23TpGxqnLKg,-74.0048000961542,1555271121811,75 9th Ave,40.7422762672197,4,thai,10011,Buddakan,3735
REIcoQFvGB7B6S0GmqHo1A,-73.97986,1555270426185,66 Park Ave,40.74954,4,japanese,10016,Hakubai,108
NH7Ws65ZwlmOosiblfGTRw,-73.94278,1555270366601,2036 2nd Ave,40.78967,2.5,indian,10029,Spice Hut Indian Restaurant,59
kXuubLd6s3GidpqU3psPdw,-73.8801273,1555271117958,8503 Whitney Ave,40.7414656,4,thai,11373,Chao Thai Restaurant,356
8-dc942sz-prIeepAkHLJA,-73.8952926,1555271123369,7002 Fresh Pond Rd,40.7023726,4,thai,11385,Zenith Thai Restaurant,57
ApAGKaGPzxcFV3NVHROh-w,-73.98307,1555271083139,229 1st Ave,40.73111,4,chinese,10003,China Taste,4
TsYrzVVtkKO4Asrk_L9stw,-73.9794019,1555270467997,235 Columbus Ave,40.7764333,3.5,italian,10023,Parm,487
25npnVAlhRjguunYS8zy8w,-73.9904360317688,1555270464651,77 E 4th St,40.726635460956,4.5,italian,10003,Piccola Strada,167
sNr7HL0CE9AJu_SJNfRBZA,-74.0035550606074,1555271052303,6900 Park Ave,40.7921022226938,4,mexican,07093,Soona' Mexican Cuisine,10
B-lbpKcK1sVfqGdlmagKag,-74.0471468120813,1555270380096,506 Jersey Ave,40.7196564227343,3.5,indian,07302,Subia's Organic Market,165
OINi1A9bSUUN5vi7xgi3ZQ,-73.99026,1555270426168,217 Eldridge St,40.72172,4.5,japanese,10002,Uchu,60
zDujEq9qZk13nBcG2PH4tA,-73.9455319123659,1555270471762,21-50 44th Dr,40.7476595714373,4.5,italian,11101,Il Falco,266
39g9pylx-xeIHihTe76HbA,-73.9399936793105,1555270478865,358 Kosciuszko St,40.6917733468969,4.5,italian,11221,Fermento,28
h37t9rA06Sr4EetJjKrfzw,-74.00197,1555270464602,103 Greenwich Ave,40.73778,4.5,italian,10014,Don Angie,207
UC3n_0vZ5zI1fvi7UzNZAg,-73.98365,1555271115938,432 Park Ave S,40.74422,4.5,thai,10016,Sabai Thai Restaurant,169
etIbdlTKz2yLkvr9MWNPvw,-73.87586,1555271129318,87-18 Queens Blvd,40.7349699,3.5,thai,11373,Sushi Island,320
FEhAl2T2UGwnsdvjLIQbQA,-73.973999591996,1555270380080,320 Park Ave,40.757931551985,3,indian,10020,Just Salad,172
T4xmuPYBmMhF48bfi9rkfA,-73.94857,1555271117912,1575 Lexington Ave,40.78888,4,thai,10029,Pro Thai,167
4xOPFgrVjxKmRPlfKH-Meg,-74.1816965,1555271131526,61 Belleville Ave,40.7974008,4,thai,07003,Binh Duong,545
6qzNc9Z9DHYYleKqrW_K3g,-74.0065048,1555270423061,456 Hudson St,40.7313524,4,japanese,10014,Takashi,941
sBP8072dTkHDHyS8MTaZcQ,-73.88623,1555271053295,79-11 Roosevelt Ave,40.74759,4,mexican,11372,Coatzingo Restaurant,46
zaYK-LuVRUoUVt6EV-xmPg,-74.0001550748959,1555270431211,127 Macdougal St,40.7305654051364,3.5,japanese,10012,Tokyo Record Bar,95
