BusinessID,CoordinatesLongitude,InsertedAtTimestamp,Address,CoordinatesLatitude,Rating,Cuisine,ZipCode,Name,NumberOfReviews
_MwxN8ai-KUfLIG7_cPCUg,-73.99261,1555271051259,500 8th Ave,40.75307,3,mexican,10018,Taco Bell Cantina,13
BF6pY829iPBERt15CG1g3w,-73.992064,1555271115958,592 9th Ave,40.758697,4,thai,10036,At Nine Restaurant & Bar,427
NKDLr_aBy5WRX8-JR_SGyQ,-73.95655,1555271041521,139 Putnam Ave,40.6834,4,mexican,11238,Calaca,155
WyeBhonhjnjzzpuPJ1euvw,-73.9773022,1555271048225,89 E 42nd St,40.752901,3.5,mexican,10017,La Chula NYC,69
X6A6a8hTPd1pZFNZE80TfA,-73.9832050287211,1555271048246,438 E 9th St,40.7274619080615,3.5,mexican,10009,Tacos Cuautla Morelos,112
r_fUOUhz-pHZxFDV1hzy0w,-73.99428,1555270470586,194 Elizabeth St,40.72171,3.5,italian,10012,Peasant,666
I4FWrwXDC91lsfQLXYSeXA,-73.942962,1555271115964,2028 2nd Ave,40.789432,4.5,thai,10029,Malii,213
czQm6Ull9V6b-64amhUMyA,-73.9543845,1555271086333,3371 Broadway,40.8214624,4,chinese,10031,Good Taste Restaurant,48
AvCJBefIeGDKOVEd9nFnww,-74.00717,1555271123333,200 Church St,40.71617,4,thai,10013,Vietspot,25
cGqMEMQFtkB3hIGfLy2R3A,-74.002153,1555270464614,268 Ave Of The Americas,40.729047,3.5,italian,10014,Bar Pitti,963
yzbIUIeDuSH58WgK32J7Fw,-73.9200032,1555271123373,3247 Steinway St,40.7574712,3,thai,11103,Thonglor Thai Restaurant,6
cWzdIJhEDZIjSGDpYGWy3Q,-73.96301,1555270375876,946 Fulton St,40.68242,3,indian,11238,Buka New York,221
pG-IkylRFOb-HlaD8NwvvQ,-74.004135953373,1555271039098,29 7th Ave S,40.7307865530978,4,mexican,10014,La Loteria,289
zcgPjeIpjYDDVbTar9mfAQ,-73.99509,1555271126077,29 Kenmare St,40.72083,4,thai,10012,Goemon,117
EL5Y6BSinmUte5VW4Eh54Q,-73.9887172038649,1555270462636,88 2nd Ave,40.7268483205383,3.5,italian,10003,Frank,646
3PabSEZ2ESexVFZznyozVw,-74.00065,1555270373808,20 Christopher St,40.73377,4.5,indian,10014,Delice & Sarrasin,333
aLM9irVFlNoVlS9dGuW_Lg,-73.967063,1555270462665,209 E 56th St,40.759426,4.5,italian,10022,Amata,71
C3OlQ_y5LcgboyaKlpETYA,-73.99356,1555270464645,536 9th Ave,40.75686,4,italian,10018,Trattoria Casa Di Isacco,252
tFIiJ49W47o7QjXNpMtlGQ,-73.9218368530273,1555271050470,1480 Dekalb Ave,40.7012977600098,3.5,mexican,11237,Taqueria Izucar II,9
6mCqJUpV16kkmeZ1-mLXBg,-74.132672,1555271057650,20 Bradley Ave,40.611822,3.5,mexican,10314,Mezcals Mexican Restaurant,98
QVWmn5jmy_TPmg0G71Dk5g,-73.960044,1555271119527,114 N 6th St,40.71807,3.5,thai,11211,Sea,2838
jryzOo2UaHOeZqQkkezENA,-73.98946,1555270472814,21 E 7th St,40.72866,3.5,italian,10003,Porsena,247
6edguitPCW9Oh_aGX0ZswQ,-73.81194,1555270480260,229 Wolfs Ln,40.90616,4,italian,10803,Villaggio Ristorante & Pizzeria,49
_Ge2eC89Z-jlaDDWglfT8g,-73.9624154842934,1555271115945,1069 1st Ave,40.7593778206059,4.5,thai,10022,Pa Pa Thai Cuisine,162
-Gc5sTFxoXM3Tiv_dkSJZg,-73.99165,1555270462626,55 Water St,40.70362,3.5,italian,11201,Cecconi's Dumbo,475
BEuZGvNlbM4tXq7YICyM6w,-73.9964956,1555271123376,380 Broome St,40.7204631,4,thai,10013,LuAnne's Wild Ginger All-Asian Vegan,623
pX5QH2s3ttEGzZ5Xapr3QQ,-74.005482,1555270481047,45 Beekman Sreet,40.7101544250353,4,italian,10038,Sola LAB,14
-xa6FYrKd98HQaVDu96JyA,-73.9193226,1555271050479,38-07 Broadway,40.7593333,4.5,mexican,11103,La Chona's,8
sDgN-TGeEz-wd8kWEUWwTA,-73.9795,1555270376761,156 5th Ave,40.67808,3.5,indian,11217,VSPOT,646
dsxgbkIKyu7x7JgpAKeZPA,-73.9735,1555270474794,475 Columbus Ave,40.78436,3.5,italian,10024,Tarallucci E Vino - Upper West Side,111
e7krRmyE5upHv2gsEOdR8w,-73.98817,1555271040016,304 E 6th St,40.72711,4,mexican,10003,Mayahuel Mariposa,591
S37Fd4Jrwuv6R1DukmlqSQ,-73.9883754,1555270368752,34 Saint Mark's Pl,40.7286266,3.5,indian,10003,Khyber Pass,336
jj_SCEzBi_CdZWMTjTwf_Q,-73.98724,1555270466946,451 Carroll St,40.6775499,4,italian,11215,Monte's,132
vQe7_ZW_jBSWKtgSiXGIOA,-73.9706099,1555271081233,1550 Lemoine Ave,40.84757,4.5,chinese,07024,Soup Dumpling Plus,663
yRJfv1ERRieWTX-uHCFDtg,-73.80602,1555270375706,160-20 46th Ave,40.75367,3.5,indian,11358,Punjabi Indian & American Restaurant,95
PZWhzOHAkT6G20kNAOSQrw,-73.90675,1555271059266,257 W 231st St,40.88006,4,mexican,10463,Mi Lindo San Miguelito,32
iK4T3NlzEqi9Fp619Q8-zA,-73.91091,1555271049544,225 Rockaway Ave,40.67499,4,mexican,11233,Abuela Antonia Mexican Restaurant,2
etU9gCufydWxkm44Y_esyA,-73.984444908711,1555271082247,639 Palisade Ave,40.8243995817555,4,chinese,07010,Szechun Express,34
Q23LvHPuC9ajSbMEt8xoUw,-73.9681779883895,1555270427286,232 E 53rd St,40.7570162692229,3.5,japanese,10022,Lucky Cat,293
K54qUgd274Fj_LvHCjeSFw,-73.99911,1555270424025,216 Thompson St,40.72894,4,japanese,10012,Okinii,274
QTQrXWuowKHNFGNssXT_TA,-74.13033,1555271125421,1211 Forest Ave,40.626653,3.5,thai,10310,Forest Thai Cuisine,118
oEZgjH40y-3SVYSD9tnUkQ,-73.992,1555270431204,557 8th Ave,40.75475,3.5,japanese,10018,Tabata Ramen 2,280
EBIjeMlkgU12CyCcUDj-kg,-73.9914635674129,1555270428166,47 E 12th St,40.7334269431242,4,japanese,10003,Shuko,261
oVdiFY9zSvgW0u-J0DoKbw,-73.8934179,1555271084411,73-20 Northern Blvd,40.7545675,3.5,chinese,11372,Chifa Restaurant,85
6Ydx_lx6xQX16UQ0y0LjVg,-74.000244,1555271131542,46 Greenwich Ave,40.735622,3.5,thai,10011,Village Natural,137
cBmZRsZmUfBg6eMPPM6ypA,-73.996088,1555270464642,216 7th Ave,40.743835,4,italian,10011,Zagara Ristorante Italiano,183
jUO8GH4YfjW2wd9qyuAIzw,-73.98793,1555271117962,78 E 1st St,40.72324,3.5,thai,10009,Tai Thai,212
WyiTT3VHjzowMnOnUpZ7TQ,-73.97473,1555271039119,510 Madison Ave,40.75971,4,mexican,10022,Empellón,293
qbLLdO0VEAWXGnygtQfoDQ,-73.99786,1555271133381,4001 8th Ave,40.64651,4,thai,11232,Golden Rich,77
LZ8qWYoScZ_DlOg4QYfo4w,-73.9570612997634,1555271129291,1406 3rd Ave,40.7749519655958,3.5,thai,10075,Amber Upper East,213
MwtXOkRUndPU-ivbtLD-bQ,-73.9542,1555271126085,1567 2nd Ave,40.775001,4,thai,10028,Amura Japanese,278
QxyhvapwK86NPX-nzrKF2w,-73.98898,1555271076132,58 3rd Ave,40.73112,3.5,chinese,10003,JIN Kitchen and Bar,28
m4Q7Te--vJwBPi6j1_1mfg,-74.03067,1555271090286,8320 3rd Ave,40.62518,3.5,chinese,11209,XIN,77
m6bu1AGIIIM9GNn9_cjsmg,-73.9943286309159,1555271115957,7 Spring St,40.7211328622237,4,thai,10012,Uncle Boons,801
LNwaPEFd9gHu69lFtgYQOw,-73.99488,1555270440537,272 Court St,40.6848,3.5,japanese,11231,Osaka,120
x8Vfefln6gZY8l2_nKKuVw,-73.8593388,1555271057654,8630 85th St,40.6927105,5,mexican,11421,Guadalupana Mexicana Grocery,1
hmNxdAbt0tiGm8_vPdXCSA,-73.959243,1555270367721,1345 2nd Ave,40.768066,3.5,indian,10021,Afghan Kebab House II,178
ifGXrRqs-zp6ek7LsoozrQ,-73.9879844318771,1555271039994,129 2nd Ave,40.7284337609976,4,mexican,10003,Taqueria Diana,690
bJgl6cDIBIMlgrntQbxt1g,-73.98043,1555270424053,18 E 41st St,40.7523,4,japanese,10017,Café Zaiya,1141
GN4-wXUXgfuMO4KHa76J5w,-73.91708,1555270377871,30-94 Steinway St,40.76169,4,indian,11103,Addy's Barbeque,79
2kPGo5wA33eBJj-OzA96tQ,-73.9938279,1555271041578,307 Smith St,40.68134,4,mexican,11231,Bar San Miguel,123
a4yyl1rPu2id2M33_ftKXw,-74.16735,1555271046550,118 Pacific St,40.723789,4,mexican,07105,Aguilas de Mexico Restaurant,153
t5bLApk2dbQPJiLuzfy5tg,-73.951026,1555271044139,283 Nostrand Ave,40.688983,4,mexican,11216,Lucha Lucha,257
6Uh0whZI_LgLGYATzL3S4w,-73.8904819,1555270439588,75-26 37th Ave,40.7489512,4.5,japanese,11372,Tibetan Japanese Restaurant,30
7qtIemPU3LlNix8CVWdhwA,-73.98521,1555271055451,79 Clinton St,40.7190299,4.5,mexican,10002,Clancey,143
Xjswj531-FkRZPpcccU6kQ,-73.983215,1555271039090,248 W 55th St,40.7650089,4.5,mexican,10019,Vida Verde,805
D9uG__LwKnsRT5jA6L1Wtg,-73.95528,1555271128172,967 Bedford Ave,40.69107,4.5,thai,11205,Brain Food The Smart Kitchen,9
zpAfUYY5mghj9I5Lt-4MwA,-73.98512,1555271134738,858 8th Ave,40.76314,2.5,thai,10019,Chef Pho & Peking Roast Duck,125
2AFr9Q5cfWh_lkj2ChykDg,-74.0973772108555,1555271089321,238 Paterson Ave,40.83361543715,4.5,chinese,07073,Chef Chan Resturant,31
rBUTVjRs5CcEMe3dfVRZJQ,-73.98478,1555271078267,110 E 7th St,40.72634,4,chinese,10009,Ho Foods,192
HLDKZXsi7TQ0P3rS2wd-UQ,-73.977102,1555271119502,725 River Rd,40.818223,4,thai,07020,SEAK,301
Eh7rYMuvnTUbgBypPbPA2w,-73.98331,1555271123336,445 Albee Square W,40.69121,4.5,thai,11201,Chicks Isan,37
PVXtnoErBOxLd98kK8lS1w,-73.98862,1555270437310,746 9th Ave,40.76363,4,japanese,10019,Curry-ya,18
bSi2f2TaOr4RVTI5eFt0wQ,-74.0377625661521,1555271081242,75 Montgomery St,40.7167868,3,chinese,07302,Taste Of North China,193
f_1BjTChf6bobreSRpqhsw,-73.967065,1555270464633,886 Amsterdam Ave,40.7988462,4,italian,10025,Arco Cafe,239
2dmgtQTFM7koKllEQsZmhQ,-73.9419602962225,1555271091284,2726A Frederick Douglass Blvd,40.8225557826076,3,chinese,10030,City One Restaurant,15
Pu09oBx1ekEZiFt90PsSIw,-73.9863384,1555270461653,345 E 6th St,40.7266287,4.5,italian,10003,Tableside Italian Cook Shoppe,200
gvUSss0MIPnNC-rph2e3vQ,-73.9492703,1555270437324,1663 1st Ave,40.7774361,4,japanese,10028,Mokja,113
uzEhT55QIdk9YbfFwmlRzQ,-73.96959,1555270473769,26 E 64th St,40.76667,4,italian,10065,Altesi Ristorante,49
dgaNriM1VdI2nGochhHE_g,-73.954350367693,1555271041562,5-48 49th Ave,40.743404338358,4,mexican,11101,Casa Enrique,1039
0ROpM3UcZhprN6dhwK2Hsw,-73.98411,1555270468715,168 1st Ave,40.72892,4,italian,10009,Joe & Pat's Pizzeria,91
-K9aoYpCy5_99gojar4nWg,-73.950463,1555270377866,867 Nostrand Ave,40.667044,2.5,indian,11225,Brooklyn Bites,22
R5jpETY0OshPn-AeJjs0fA,-73.999913,1555271041556,475 W Broadway,40.726739,3.5,mexican,10012,Dos Caminos,1002
GlPJPpKvPR4d8dmcSEYpdA,-74.00822,1555270425194,25 Murray St,40.71393,4,japanese,10007,Takahachi Bakery,834
0SqFgkdmfNWj9iUQgfghEA,-74.0064248767212,1555270369711,Front St & Pine St,40.7056045963693,4,indian,10005,Veronica's Kitchen,154
hgoT9kFq-6YtQ1C1z6FK0A,-73.9407196,1555270377827,39-44 21st St,40.756012,1,indian,11101,Asian Halal Food Restaurant,3
7S8g0G_Ndc3DS-kqsozq8Q,-73.951216,1555270472787,345 E 83rd St,40.775354,4,italian,10028,83 1/2,150
Sk-mHDPvuvlCjT1BGKoH4w,-74.00206,1555271050493,131 7th Ave S,40.73454,4,mexican,10014,Otto's Tacos,253
VyP6C-L9405boyQqWTN_mg,-73.8647689819336,1555270380102,1211 Liberty Ave,40.6792259216309,1,indian,11208,Daawat Restaurant,3
l44CFBTejwL0ElKmkH7xQQ,-74.006519,1555271125420,529 Hudson St,40.734196,4,thai,10014,Decoy,373
jdNdy-MwBtnXoBGC_JVvwQ,-73.985346,1555270462613,251 E Houston St,40.721653,4.5,italian,10002,Gaia Italian Café,938
SZQqAil4kuXhNCLR7_6khg,-73.89379,1555271119807,7130 Roosevelt Ave,40.746388,4,thai,11372,Playground Bar & Bistro And Taitoon Thai Karaoke,166
reikN8SndmL5QAYl_qHm3g,-74.069421273585,1555271051276,977 Bay St,40.61884,4,mexican,10306,Sofia's Taqueria,78
rYw5rQbWRX9buZHZbxqWdA,-73.99031,1555271128142,100 Allen St,40.7187,3.5,thai,10002,Congee Village,1472
difsr3Yw5VVY0FyIu6Un4g,-73.9950288411429,1555271057653,349 Broome St,40.719724744789,3,mexican,10013,The Garret Nolita,6
KrJ6m_TkxBAPPSNH-G7rvQ,-73.96284,1555270434329,541 Myrtle Ave,40.69393,4.5,japanese,11205,U-gu,110
562aZEpTDdYKDe5hWuDyFA,-73.9684186,1555270462624,226 E 53rd St,40.7570686,4,italian,10022,La Gioconda,148
OMu9_FqiziCCHD-SsMBUrQ,-74.00482,1555271128140,1702 86th St,40.60839,4,thai,11214,Em Vietnamese Restaurant,171
50eKjWOB-H9iuo1ocACOaQ,-73.9601389691234,1555270363582,1136 1st Ave,40.7616660604253,4,indian,10065,Imli Urban Indian Food,151
M358G7jMg0yn2nBB-v1O2Q,-73.98069,1555270478135,45 W 46th St,40.75698,3,italian,10036,Via Italia Restaurant,149
PpRcR8PPK3bdLCzAevOosw,-74.0359251201153,1555270434344,95 Greene St,40.7157115638256,4,japanese,07302,Honshu,247
gGkkzrcHh1xS-S55OsuKsw,-74.008443,1555271056534,820 Washington St,40.739618,3.5,mexican,10014,Santina,601
ukTPwlzhb1lJva1RF3i86w,-74.18033,1555270436272,1273 Broad St,40.83406,4,japanese,07003,Aki Japanese Cuisine,266
b3XJAx3ru9FxB5gIxPZogg,-74.107803,1555271130209,530 Forest Ave,40.630062,3.5,thai,10310,3 Guys Sushi,65
xt8AcJzq61ksZbMJ1o--7Q,-74.10648,1555271123344,897 Broadway,40.67825,4.5,thai,07002,Wasabi Thai,63
wMhJPpAQqmbGhOFErPh4zg,-74.1021732,1555270368741,160 Frederick St,40.8749112,4,indian,07026,Woodlands Cafe,53
Sp-vnk-waTvKblG_88M4TA,-73.98894,1555270466942,144 Orchard St,40.72043,4.5,italian,10002,Trapizzino,180
3Y-beEWD9prfpSZXrQjMPg,-73.8914834,1555270375714,7414 37th Ave,40.7488341,4,indian,11372,Tandoori Palace,3
n_NIY1KTi-R5DPkduEUKIw,-74.0030212402344,1555270462658,513 W 27th St,40.7507476806641,4,italian,10001,Ovest Pizzoteca by Luzzo's,493
Dng_LID2JNnc6M6A1FB19Q,-73.965037390213,1555270463901,903 Madison Ave,40.7721165011105,4.5,italian,10021,Come Prima Ristorante,69
7ei0rqEbo1LZJF_FsWEXUQ,-73.90423,1555270375720,2263 Jerome Ave,40.85817,4.5,indian,10451,Running Cool,3
Ve9eysLcTjGLbKp7tjOd9w,-73.9951947,1555271059262,324 Lafayette St,40.7255312,4,mexican,10012,Gato,1056
PajKY49h4SpvSr-TW3lwCQ,-74.0041171779098,1555270463917,29 7th Ave S,40.7309471231405,4,italian,10014,Rafele Ristorante,438
_nScWpFX3M1K7s30hFEsRw,-73.9892206,1555270364696,1133 Broadway,40.7434986,4,indian,10010,Inday,318
mxjv5RgkTr5qw3wjr2fXmA,-73.996264,1555271078272,68 Kenmare St,40.7209126,4,chinese,10012,Xi'an Famous Foods,175
W1pBIFhkjJwjTe2P7o57yg,-73.9785,1555270468698,50 W 72nd St,40.77698,4.5,italian,10023,Lilly's Cocktail and Wine,45
izX40YJYnqBwlnhOEMcbEw,-73.978959,1555271050511,310 Madison Ave,40.7501759,4.5,mexican,10016,Tacos Juquilita,10
P2CTp4xyaNCe2AXSiLeOSQ,-74.00792,1555270481044,145 W Broadway,40.71692,4,italian,10013,The Odeon,595
OHqazo2j-RLZnLWo_YRnDw,-73.94756,1555271085196,1834 2nd Ave,40.78331,2.5,chinese,10128,Five Luck Restaurant,28
FhXjAc6nKLf414KxYujUHw,-73.93357123374,1555270474782,261 Moore St,40.705043534338,4,italian,11206,Roberta's,2629
qusZ-K5tzM1EyOa1IEWCHA,-73.968455,1555271116982,637A Vanderbilt Ave,40.677941,4,thai,11238,Nourish,161
yKmGGnebabFQ7gsgFzFG7g,-73.98775,1555270377847,27TH Street And 5th Ave,40.74406,3.5,indian,10001,Indian Food Cart,2
VEjkxniAlG35cR3pjHvF-A,-73.8914956,1555271087309,74-19 37th Ave,40.7491052,3,chinese,11372,Sagar Chinese - Jackson Heights,95
4RK8BaFsBkfpUDSEkQ54gA,-73.99122,1555271119804,457 W 50th St,40.76469,4,thai,10019,ANA Ramen,31
bFUVp77ApNkACqXvgiekPQ,-73.98308,1555270365555,100 Lexington Ave,40.74221,3.5,indian,10016,Bhatti Indian Grill,663
V3mSoUHcuFQwDHBPLTSbdg,-73.796104238621,1555270375906,167-09 Hillside Ave,40.7096623368022,3.5,indian,11432,King Kabab,24
Ex_qolTE5syJ8so0NscfGw,-73.9257651953376,1555271088219,21-04 Newtown Ave,40.7719699594225,3.5,chinese,11102,King Wah,39
rdo_6F3iH2exAHqSsc6j-A,-73.95754,1555271128136,172 Bedford Ave,40.71816,3.5,thai,11249,Mama Pho,61
Xst2vGND8hy44VOmbLG3kQ,-73.990735,1555271123348,264 Old River Rd,40.80957,3.5,thai,07020,Pa De Thai Restaurant,237
3vpqJK9Oz515AZR-bFW5Ig,-74.0651245,1555270373806,1-15 Liberty Ave,40.7357445,4,indian,07306,Dosas's Uthappam,1
Xzc4Ex6Vx4T-RBc3N9fW5g,-73.9381812037132,1555270369665,2546 7th Ave,40.8233607931338,3.5,indian,10039,Modhu Mita Indian Restaurant,57
iHwhkW0LLlu81ZCir-lFQA,-73.97632,1555270427267,370 Columbus Ave,40.78112,4,japanese,10024,Gari Columbus,318
ybPMdh4XiTTwLWOMUXdwlw,-73.9674987792969,1555271121792,448 Myrtle Ave,40.6930313110352,3,thai,11205,Thai 101 Bistro,172
Q1TpfbuPwKPFrNFyu-u2_g,-73.9825977757573,1555271125422,1 Dekalb Ave,40.6911319610036,4,thai,11201,Han Dynasty,191
16ZnHpuaaBt92XWeJHCC5A,-73.999852,1555270461606,3 Greenwich Ave,40.733826,4,italian,10014,Olio e Piú,1638
VVe74-TKuROBvyS1XgVmvw,-73.99075,1555271040009,63 E 4th St,40.72686,5,mexican,10003,Miscelanea NY,339
jDIVPYpxQAk1HUAi0NIlQw,-73.978,1555270466959,1375 Avenue Of The Americas,40.7635099,3.5,italian,10019,Pazza Notte,694
M-odQWSEfsR2mVEw7nKG-g,-73.9968228,1555271117938,199 Grand St,40.7190148,4,thai,10013,Nyonya,1944
U02ibutbgrC3uQzEq4w2ww,-73.9109420776367,1555271046507,566 Seneca Ave,40.7044639587402,4,mexican,11385,Guadalajara De Dia 2,73
xtxcAUvrD4dWHJd0cwvW1A,-74.00734,1555270426199,679 Greenwich St,40.73304,4.5,japanese,10014,JeJu Noodle Bar,348
Yj8Tpy8tVf-fpct6_EUIhQ,-74.00762,1555270369680,176 Church St,40.71561,4,indian,10013,Burger N Grill,6
0Zjp3JcxwNijCBWEKd7Nyg,-73.97926,1555270431229,3 E 44th St,40.7546,3,japanese,10017,Azusa of Japan,100
yC-GsIbqeQnoVd9LYiOabQ,-74.0377577111708,1555270370866,253 Washington St,40.71643887105,3,indian,07302,Mantra,192
9MIkAs75TQzdwljVkUoZEg,-74.00903,1555270438611,6408 Fort Hamilton Pkwy,40.63112,3.5,japanese,11219,Rakuzen AYCE Sushi,158
vegSCksJy6SI8WUGttLH-w,-73.97433,1555270475804,99 South Portland Ave,40.68656,5,italian,11217,FRADEI ITALIAN BISTRO,9
GlKCDCSlxcMEduV7wyESxg,-74.12964,1555271134748,1970 Victory Blvd,40.61231,4,thai,10314,Nanhai Noodle Station,1
LQ6x_oaOhRrlG9i8p-Fubw,-73.96942,1555271126072,141 E 55th St,40.75947,3.5,thai,10022,Lychee House,134
xDERYqY7CbIx4aAlKsLy-A,-73.9852199703455,1555270367700,396 5th Ave,40.6707100283715,5,indian,11215,Masala Mix,2
GBk_i2qnjMtQIt_ntJpzbw,-73.9625803,1555270438595,130 Grand St,40.7148695,4.5,japanese,11249,Ramen Andante,31
f0CAuvkgAByWo4ceT3u9uw,-73.9859237670898,1555271134712,110 W 40th St,40.7536811828613,3.5,thai,10018,Kobeyaki,282
u5-S5ElOzXnavuZ2gFsCpg,-73.9829980954528,1555271127290,150 W 49th St,40.7601476826859,3.5,thai,10019,Manting,186
lnUqcsrdbY6mK0HtkNFlng,-73.9568462222815,1555271132083,1321 1st Ave,40.7671282765314,3.5,thai,10021,sweetgreen,108
mSUN6AosDrAuM9H29qEhgg,-73.90778,1555270481045,3620 Ditmars Blvd,40.77375,4,italian,11105,Alba's Pizza & Restaurant,238
goIlFGh8EhPQ1fJlzn-NPw,-74.08541,1555270372814,324 Victory Blvd,40.63405,3.5,indian,10301,Ceylon Curry,18
h1_zWY2PVTZ5ul0RuiJ59g,-73.9730817,1555270475815,510 Columbus Ave,40.7855672,3.5,italian,10024,Motorino,187
Eyn7hQENF8R9DrBwBHO6lQ,-73.8769762,1555271120889,5614 Van Horn St,40.7326341,4.5,thai,11373,Pata Cafe,47
WYdrEMBXzOcxffpQczHKww,-73.96161,1555270470772,994 Columbus Ave,40.80124,4.5,italian,10025,Ortomare Ristorante Pizzeria,3
cy0vBvZu2Eb4XtRFCp8Seg,-73.94902,1555271039977,1685 1st Ave,40.77793,4,mexican,10128,Conmigo,154
R6HNf-6vmUtT1L-44uK1gg,-73.87206,1555271057646,94-06 Roosevelt Ave,40.74872,4,mexican,11372,Nuevo Tacos Al Suadero,27
JU5d81TYm7IJHWqOqJWMqw,-73.9564743950496,1555270470757,103 Havemeyer St,40.7132687751084,4,italian,11211,Have & Meyer,88
4EGq0GMAJwGIrfhVg4PxVw,-73.9254339,1555271056553,3504 35th St,40.7564825,4,mexican,11106,Swick 2,33
7OMGEtFWT6sdd9TVuoGqJQ,-73.9487843,1555270423059,150 Ainslie St,40.712622,4.5,japanese,11211,Okonomi,417
eODPY5rejL6CYvN4DEqwrg,-73.994285,1555270481040,710 5th Ave,40.660738,4.5,italian,11215,Nostro Ristorante,219
Cq2IVq7VOlEzQ0YfdPqc-w,-74.06586,1555270377831,215 Tonnele Ave,40.73828,3.5,indian,07306,Amin's Chinese Halal Restaurant,41
1_pK5aQ47atF50oAKHADhA,-73.9787312885132,1555270363551,123 W 56th St,40.7643344624229,4.5,indian,10019,Indian Accent,475
WNF_VEyAkld2E1xGvSb2sw,-73.82558,1555270437281,149-11A 41st Ave,40.75945,4.5,japanese,11355,GUPJI,80
8nmMip_O4vcPDcujTEa_TA,-73.9530599,1555270425213,215 E 86th St,40.77861,4,japanese,10028,Kobeyaki,186
7USePx0k_ENmwrw625X9kA,-73.89722,1555270437287,66-41 Fresh Pond Rd,40.70772,3.5,japanese,11385,Dashi Noodle House,73
QW1czVOqwkNet53Km_BIyQ,-74.00486,1555270434304,3 Lispenard St,40.72067,3.5,japanese,10013,Tataki Japanese Restaurant,153
gpt2U4ecZSCLmgVQPtkzbA,-73.98615,1555271123398,314 W 52nd St,40.7637,3.5,thai,10019,Cha Pa's Noodles And Grill,548
kr5fRwdHtVwPPwSJxm9Fkg,-73.98403,1555270462622,190 E 2nd St,40.72238,4.5,italian,10009,Il Posto Accanto,187
EbX_9tqAJs4gW51gZpOB7g,-73.9975674,1555271115961,25 W 8th St,40.7327654,4,thai,10011,Rasa,616
6-YOBkrlsDi_p4XhLFj8_w,-73.8531885,1555270442591,47-01 111th St,40.747311,5,japanese,11368,Tojo Kitchen,1
g4EXxoV0z_TnyWF8h9xMKQ,-73.987464979291,1555271121782,215 E Broadway,40.7140637,4.5,thai,10002,May Kaidee East Broadway,27
bS5PXrKty7EExK8tie0GJQ,-73.98306,1555270438609,130 W 47th St,40.75844,4,japanese,10036,Tender Steak & Sushi,282
0KeuqyRSUAYLwMI-3ZAZJw,-73.9743997152164,1555271053299,146 E 44th St,40.7524506103315,3,mexican,10174,Maya Blue,23
ziwipi8JK_ik4mLaw1fTGw,-73.99392,1555271077104,630 10th Ave,40.76128,3.5,chinese,10036,Kam-Wei Kitchen,32
0k678lCWQyReNi0lARlOmw,-74.009958,1555271073598,135 Watts St,40.724038,4,chinese,10013,China Blue,611
GVc1Eh-Welogn5qgaK-PFA,-73.9801865,1555271047451,37 E 39th St,40.750843,4.5,mexican,10016,Tamale Lady,2
aQZxNF1j3T_pKCOpGD79cg,-73.98312,1555271044153,671-A Palisade Ave,40.8253,5,mexican,07010,Casa del Taco,73
VEN17aiuU6izPtC2rfJAGw,-73.9536680562057,1555271119851,1479 1st Ave,40.7712430088955,2.5,thai,10075,Spice,187
jc7lVTvmYMIK5RNpENtS6w,-73.98858,1555271126100,23 St Marks Pl,40.72911,4,thai,10003,Szechuan Mountain House,226
5ZFWfz5wimY1q-ChXVlYRQ,-74.000908,1555271054489,1878 86th St,40.605869,4,mexican,11214,L'a Autentica Panaderia,6
pzVUUB9bXZMK8KvRLOoUWg,-74.00752,1555270375887,94 Chambers St,40.71463,3,indian,10007,Kiran Continental Indian Cuisine,1
C8Ctyq7pXOPESK8cz_X2CA,-73.979187,1555270466003,229 Columbus Ave,40.776317,3.5,italian,10023,Pomodoro Rosso,282
6fjcZtaEtrmIas-WNss-eQ,-73.981729,1555270478853,238 Madison Ave,40.749964,3.5,italian,10016,Piccolo Cafe,303
36RURbd4JcyJfaq8pRbvXw,-73.78842,1555271089303,88 Union Ave,40.90999,3.5,chinese,10801,Golden Imperial Chinese Restaurant,7
w8mt6JTk8lUe7dTV6hASEw,-73.842849,1555271134720,13309 Cross Bay Blvd,40.67507,3.5,thai,11417,Golden Way,51
fVbUVAiLiGgLA_nxBFxyww,-73.9838,1555270435454,424 E 9th St,40.7275,4.5,japanese,10009,Thursday Kitchen,1144
_-EQR2vNYg-b1eZwAgp6JQ,-74.02775,1555270370886,7523 3rd Ave,40.6308,4,indian,11209,Tanoreen,781
RFiR-vXB46apdqHYr4S57w,-73.8918,1555270375712,73-19 37th Rd,40.74732,3.5,indian,11372,K2 Delight Cafe - Bombay Chat,11
x4W0rufd01dP8ieMhlTqmQ,-73.99359,1555271048275,668 6th Ave,40.7413,3.5,mexican,10010,Dos Toros Taqueria,48
kn9rgR4KlvyTTi-s76OIaQ,-73.95669,1555271039131,166 E 82nd St,40.77648,4,mexican,10028,Toloache 82nd,371
uPXehVdHJ_aM1V17iNfSSg,-73.961998,1555270468016,1078 1st Ave,40.7592621,3.5,italian,10022,IL Valentino Osteria,80
uOwNAh9yZuq7yItvw4pZqw,-73.89777,1555270377820,5788 Mosholu Ave,40.90533,3.5,indian,10471,The Barbecue Pit,101
